Question_ZH-PY,A_ZH-PY,B_ZH-PY,C_ZH-PY,D_ZH-PY,Answer_ZH-PY,Subject_ZH-PY,Subcategory_ZH-PY
guan yu shou bi fan she de ping gu ， xia lie na xiang shi zheng que de ？,gong er tou ji fan she de gen zhi shi  C5、C6,ruo qing pai ji jian shi mei you fan she ， ze ji lu wei que shi,gong san tou ji jian zai zhou qian wo shou dao zhuang ji,shou zhi ju lie chou chu zheng shi xia yun dong shen jing yuan sun shang,A,clinical_knowledge,health
ru guo nan xing yun dong yuan zai xun lian qi jian de ping jun hao yang lv wei  2 l/min， ze ta de neng liang xiao hao lv da gai shi ：,400 kJ/min。,200 kJ/min。,80 kJ/min。,40 kJ/min。,D,college_medicine,health
HIV  chuan bo gei ying er zui da dan yi jue ding yin su shi ：,mu qin de nian ling,mu qin de bing du zai liang,mu qin de mian yi zhuang tai,fu qin de bing du zai liang,B,virology,health
guan yu ping jia ren lei ying yang zhong dan bai zhi zhi liang de fang fa ， yi xia na zhong shuo fa shi zheng que de ？,da shu dan bai zhi gong xiao bi zhi shi yan  (PER)  shi ping gu ren lei ying yang dan bai zhi zhi liang de liang hao fang fa 。,da shu jing dan bai li yong shi yan  (NPU)  shi ping gu ren lei ying yang dan bai zhi zhi liang de zui jia fang fa 。,dong wu sheng zhang shi yan di gu le zuo wei ren lei ying yang de yin shi dan bai zhi zhi liang,fa yu zhong de da shu shi ping jia ren lei ying yang zhong dan bai zhi zhi liang de liang hao mo xing 。,C,nutrition,health
shuang mang yan jiu de mu di shi ：,shi xian zhi liao he wei zhi liao shou shi zhe de ke bi xing,jiang di chou yang bian yi de ying xiang,bi mian guan cha zhe he shou shi zhe pian yi,bi mian guan cha zhe pian yi yi ji chou yang bian yi,B,virology,health
ke guan ren ge ce yan de yi ge li zi shi,zhu ti tong jue ce yan  (TAT),ming ni su da duo xiang ren ge ce yan  (MMPI),luo xia mo ji ce yan,mai ke ya dang si shui ping ce yan,B,human_aging,health
shun li pao wan ma la song de guan jian yao su shi ：,you shi 。,ti neng 。,bu fu chang du 。,nai li 。,D,college_medicine,health
xia lie na xiang bei ren wei yu duo ci chong ci huo dong zhong wai zhou ji pi lao de fa zhan you guan ？,wu ji lin suan yan de ji lei 。,ji rou zhong gao shen tou ya de fa zhan 。,guo liang de kang yang hua wu 。,que jia 。,A,college_medicine,health
xia lie na xiang zheng que ？,mei tian mei gong jin ti zhong zeng jia  3  ke yi shang de dan bai zhi she ru liang hui ci ji ji rou sheng zhang ， zeng jia li liang 。,ji suan bu chong ji ke yi zeng jia ji rou de qiang du he li liang 。,an ji suan bu chong ji ke yi zeng jia ji rou de qiang du he li liang 。,ji rou sun shang shi you suo duan shou suo yin qi de 。,B,college_medicine,health
ru guo yi ming jian kang nv xing de ping jun mei ri zong neng liang she ru liang wei  9279 kJ， fen bian he niao ye de neng liang han liang fen bie wei  647 kJ  he  318 kJ。 na me qi ping jun mei ri ke xiao hua neng liang she ru liang he ke dai xie neng liang she ru liang fen bie wei ：,647 kJ  he  318 kJ,9279-318 kJ  he  9279-647 kJ,9279 + 318 kJ  he  9279 + 647 kJ,9279-647 kJ  he  9279- (647 + 318) kJ,D,nutrition,health
dui tong ju lao nian ren de diao cha biao ming ， ta men qing xiang yu jiang tong ju shi wei,mai xiang zui zhong hun yin de di yi bu,hun yin de ti dai pin,jie sheng kai zhi de yi zhong fang shi,ta men de jue chang,B,human_aging,health
gen ju yi lian li lun ， zai xin li xue yan jiu guo cheng zhong ， xia lie na zhong er tong zui you ke neng yi fu yu yi ming zhi qian bu ren shi de nan xing xin li xue jia ?,zai an quan 、 wen ding huan jing zhong chang da de liang ge yue da nv ying 。,zai an quan 、 wen ding huan jing zhong chang da de wu ge yue da nan ying 。,you yi ming jing chang hu shi ta de zhao hu zhe fu yang de ba ge yue da nan ying 。,you liang ming ou er hu shi ta de zhao hu zhe fu yang de shi san ge yue da nv ying 。,A,college_medicine,health
wan nian shen jing zhi di zeng jia ke you li di yu ce ______,si wang lv,she hui zhi chi de sang shi,ren zhi neng li xia jiang,du li xing,A,human_aging,health
yan ge su shi mu qin suo sheng de ying er de na zhong ying yang su que fa de feng xian hui zeng jia ？,wei sheng su  C,ye suan,wei sheng su  B12,gai,C,nutrition,health
yi ming  72  sui de nv xing ， guo qu  38  nian mei tian xi yan  20  zhi ， kai shi shi yong yan yao shui zhi liao qing guang yan 。 san tian hou ， ta zai shang lou ti shi qi duan ming xian jia zhong 。 xia lie na zhong yao wu zui you ke neng dao zhi gai huan zhe chu xian qi duan ？,a la ke le ding,shen shang xian su,la tan qian lie su,sai ma luo er,D,professional_medicine,health
tou she ce yan yi ban bi ke guan ren ge ce yan ____。,ke kao xing geng gao,geng zhi guan,geng you xiao,ti gong geng duo xin xi,B,human_aging,health
zheng zai jin xing yi xiang yan jiu ， yi ping gu zao chuan chang gong ren zhong de jian pi liu 。 yi jia da xing zao chuan chang ti gong le guo qu  50  nian zhong suo you yuan gong jie chu shi mian de ji lu 。 gong ren de jian kang bao xian gong si ti gong de suo pei shu ju ji lu liao dang qian gong ren ji tui xiu ren yuan de suo you xiong bu  X  guang pian he jian pi liu de zhen duan 。 yan jiu zhao mu le bei zhen duan wei jian pi liu de zao chuan chang gong ren he wei bei zhen duan wei jian pi liu de zao chuan chang gong ren 。 yan jiu zhong de suo you shou shi zhe dou bi xu jin xing xiong bu  X  guang jian cha 。 yao xuan ze yi ge jin xing guo xiong bu  X  guang jian cha de dui zhao zu ， xia lie na ge li you zui hao ？,jie jue hun za bian liang,zheng ming yin guo guan xi,jin liang jian shao ping gu pian yi,jian shao hui yi pian yi,C,professional_medicine,health
bing tong suan tuo qing mei fu he wu ：,wei yu ji zhi zhong 。,cui hua bing tong suan zhuan hua wei yi xian fu mei  A。,cui hua bing tong suan zhuan hua wei ru suan 。,cui hua ru suan zhuan hua wei bing tong suan 。,B,college_medicine,health
DNA  zhuan lu wei xin shi  RNA  fen zi de guo cheng fa sheng zai ：,he tang ti shang 。,xi bao zhi zhong 。,xi bao he zhong 。,jin xi bao fen lie qi jian 。,C,college_medicine,health
______ shi yi zu ke guan cha dao de te zheng de ， shi yi chuan he huan jing ying xiang de zong he 。,ji yin xing,biao xian xing,ji yin xing he biao xian xing,ji fei ji yin xing ye fei biao xian xing,B,medical_genetics,health
ti gong  TMJ  wei zhi xin xi de ben ti gan shou qi zhu yao ji zhong yu,TMJ  de guan jie nang he ren dai yi ji yi nei ji 。,TMJ  de guan jie nang he ren dai yi ji yi wai ji 。,TMJ  de guan jie pan yi ji yi nei ji 。,TMJ  de guan jie pan yi ji yi wai ji 。,B,anatomy,health
zai cong shi guo qiao liang gong zuo de ren zhong ， you duo da bi li de ren ren wei qiao liang gong zuo bi ta men de zhi ye gong zuo geng hao ？,bu dao  25%,bu dao  50%,chao guo  50%,chao guo  75%,C,human_aging,health
zai zuo xin shi shou suo zhi jian ， xue ye ji xu zai xue guan zhong liu dong ， yin wei ：,xin fang zai shou suo 。,xue guan shou suo le 。,you xin shi fang song 。,dong mai you tan xing hou zuo li 。,D,clinical_knowledge,health
zai guo qu de er shi nian qi jian ， sui zhe liu xing bing xue yan jiu fa xian xian shi zao qi jing li he hou qi jian kang zhi jian de lian xi ， xue jie dui yun fu ying yang de guan zhu du ye zeng jia 。 yi xia na zhong shuo fa shi zheng que de ：,jin guan sheng ming zao qi yin su si hu hen zhong yao ， dan yu xin xue guan ji bing he  2  xing tang niao bing feng xian de lian xi duo ke yong cheng ren sheng huo fang shi lai jie shi,jin you ying guo yan jiu guan cha dao zao qi jing li he hou qi jian kang zhi jian cun zai lian xi,liu xing bing xue zheng ju xian shi ， sheng li cheng xu hua cha yi jin yu chu sheng qian shi jian xiang guan,liu xing bing xue zheng ju xian shi ， sheng li cheng xu hua cha yi yu chu sheng qian he chu sheng hou zao qi shi jian xiang guan,D,nutrition,health
zai yi ge wan zheng de san suo suan xun huan （Krebs  xun huan ） zhong xing cheng duo shao  CO2  he  ATP  fen zi ？,2CO2  he  2ATP,2CO2  he  16ATP,2CO2  he  12ATP,2CO2  he  1ATP,D,clinical_knowledge,health
yi ming  47  sui de nan zi zai tu ran fa sheng yan zhong de zhen bu tou tong he jing bu jiang ying hou  12  xiao shi lai kan yi sheng 。 ta mei you qi ta zheng zhuang ， ye mei you yan zhong tou tong de bing shi 。 ta you gao xue ya he wei shi guan fan liu bing 。 mu qian zheng zai fu yong qing lv sai qin he lei ni ti ding 。 ta neng fen bian ren 、 di dian he shi jian 。 ti wen wei  36.7°C（98.1°F）， mai bo wei  100  ci / fen ， xue ya wei  160/90 mm Hg。 jing bu yin teng tong huo dong fan wei jian shao 。 shen jing xi tong jian cha wei jian ju zao xing yi chang 。 xia lie na xiang shi zui ke neng de zhen duan ？,cong ji xing tou tong,nao mo yan,pian tou tong,zhu wang mo xia qiang chu xie,D,professional_medicine,health
ru tou liu bing du hui yin qi you he ai zheng ， qi gan ran ren lei de zui chang jian tu jing shi shen me ？,tong guo shui chuan bo,tong guo kong qi chuan bo,tong guo hua shang huo po sun de pi fu,shu yu yuan nei gan ran ， zai yi yuan nei zhuan bo,C,virology,health
ji shi shi shao liang de shui mian bo duo si hu ye hui,zeng jia ti zhong,ti gao shui mian zhi liang,rao luan di er tian de zhu yi li,zeng jia yi nu xing,B,human_aging,health
xia lie na yi xiang bu shi guan zhi yao wu ？,30  hao ke an bu zhu she yong lin suan ke dai yin 。,yi ge ma fei huan shi pian 。,12.5  wei ke fen tai ni tie pian 。,yi ping  500  hao sheng de ma fei ，10  hao ke ，5  hao sheng kou fu hun xuan ye 。,D,clinical_knowledge,health
guan yu fang shi shu ， xia lie na xiang chen shu shi zheng que de ？,you zi zhu shen jing xi bao tu gou cheng ， shi xin fang he xin shi zhi jian de wei yi dian lian jie tong lu 。,you pu ken ye xian wei gou cheng ， shi xin fang he xin shi zhi jian de wei yi dian lian jie tong lu,you zi zhu shen jing xi bao tu gou cheng ， shi xin fang he xin shi zhi jian de dian lian jie tong lu zhi yi 。,you pu ken ye xian wei gou cheng ， shi xin fang he xin shi zhi jian de dian lian jie tong lu zhi yi 。,B,anatomy,health
yi ming huan you huo dong xing qiang zhi xing ji zhu yan de  46  sui nv xing lai ban gong shi jin xing sui fang jian cha 。 shi yong ge zhong chang gui de fei zai ti kang yan yao wu xiao 。 liu dan huang an bi ding zhi liao ye mei you gai shan 。 zui he shi de hou xu zhi liao shi shi yong yi zhong yi zhi xia lie na zhong wu zhi di yao wu ？,xi bao du xing  T  lin ba xi bao kang yuan  4,biao pi sheng zhang yin zi,bai xi bao jie su -1（IL-1）,zhong liu huai si yin zi α,D,professional_medicine,health
ji yin can za (gene doping) zhe ge ci shi zhi ：,li yong yao wu lai gai bian ji yin zhuan lu 。,li yong ji yin cao zong ji shu lai ti gao yun dong cheng ji 。,tong guo ji huo huo yi zhi ji yin lai yan gai yun dong yuan fu yong yao wu 。,shi yong yao wu xiu shi ji rou yi zhi sheng zhang ji yin 。,B,clinical_knowledge,health
guan yu zhuan an zuo yong ， yi xia na zhong shuo fa shi zheng que de ？,zhi you fei bi xu （ ke you ke wu ） an ji suan fa sheng zhuan an zuo yong 。,zhuan an zuo yong shi an ji suan fen jie dai xie guo cheng zhong de bu ke ni xing fan ying 。,zhuan an mei xu yao lai yuan yu wei sheng su  B12  de fu mei 。,zhuan an mei xu yao lai yuan yu wei sheng su  B6  de fu mei 。,D,nutrition,health
xia lie na zhong chen shu shi cuo wu de ？,lin suan guo tang ji mei shi tang jiao jie de xian su mei 。,II  xing xian wei de lin suan hua mei huo xing gao yu  I  xing xian wei 。,nai li xun lian zeng jia ji rou zhong  TCA  xun huan mei de shu liang 。,yang zai  TCA  xun huan zhong bei xiao hao 。,D,college_medicine,health
xia lie na xiang shu yu miao shu de shi qian bi xiang shen ti wan qu de yun dong ？,wai zhan,wai fan,qu qu,xuan qian,C,anatomy,health
dui yu zhou wei shen jing bing bian ， yi xia na xiang shi zheng que de ？,wa zi fen bu zheng shi de gan jue que shi,shuang tui liang ce de jin shi du zeng jia,qiang hua hou de fan she fei chang kuai,ji wu li jin duan bi yuan duan geng ming xian,A,clinical_knowledge,health
yi ming  52  sui de nv xing lai kan zhen ， zhu su zuo ru tou you lv se fen mi wu 。 mei you wai shang huo fa re shi ， huan zhe mu qian wei shi yong kou fu bi yun yao ， ye wei jin xing ji su ti dai liao fa 。 ta shang ci huai yun da yue shi zai  20  nian qian 。 ti jian zheng chang ， zhi you ru tou you lv se fen mi wu 。 ci huan zhe de zheng zhuang zui ke neng de yuan yin shi,ru xian ai,xian wei nang xing ji bing,ru xian guan kuo zhang zheng,chui ti xian liu,C,professional_medicine,health
yi ming shuai jiao shou wei le ying jie shi er yue de bi sai ， ji hua zai liang ge yue nei jian zhong  30  bang 。 xia lie na zhong fang fa bu shi xian zhi re liang she ru de hao fang fa ？,zai jian kang guo xi dian er bu shi ka fei dian xue xi 。,mei zhou liu da cheng re liang mu biao hou jiang li zi ji yi dun mei wei de fan cai 。,chi gao re liang ling shi shi yong xiang pi jin dan zi ji 。,jiang ling shi cang zai jia li kan bu dao de di fang 。,D,college_medicine,health
"sang na you shi cheng wei “ sang na yu ”， qi te dian shi duan qi bei dong bao lu zai ji duan gao wen xia 。 zhe zhong bao lu hui yin qi qing du de ti wen guo gao （ ji ti nei he xin wen du de sheng gao ）， cong er yin fa bao kuo shen jing nei fen mi 、 xin xue guan he xi bao bao hu ji zhi zai nei de wen du tiao jie fan ying ， zhe xie ji zhi gong tong zuo yong yi hui fu ti nei ping heng bing shi shen ti dui wei lai de re ying ji jin xing tiao jie …… jin ji shi nian lai ， ji yu lai zi guan cha 、 jie ru he ji zhi yan jiu de you li shu ju ， sang na yu yi cheng wei yi zhong zeng jia shou ming he gai shan zheng ti jian kang de shou duan 。 te bie zhi de guan zhu de shi dui ku ao pi ao que xue xing xin zang bing wei xian yin su yan jiu  (KIHD)  can yu zhe de yan jiu jie guo ， zhe shi yi xiang zheng zai jin xing de zhen dui jian kang jie ju de ji yu ren qun qian zhan xing dui lie yan jiu ， she ji lai zi fen lan dong bu de  2300  duo ming zhong nian nan xing ， jie guo fa xian sang na yu si wang he ji bing de jian shao zhi jian cun zai jin mi lian xi ……KIHD  yan jiu fa xian ， mei zhou zheng sang na liang zhi san ci de nan xing yin xin xue guan xiang guan yuan yin si wang de ke neng xing bi bu zheng sang na de nan xing di  27%。[2]  ci wai ， yan jiu fa xian ta men suo huo de de yi chu ju you ji liang yi lai xing ： mei zhou zheng sang na yue si zhi qi ci de nan xing ， huo de de yi chu yue wei liang bei —— yin xin xue guan xiang guan yuan yin si wang de ke neng xing jian shao le  50%。[2] ci wai ， pin fan zheng sang na de ren yuan yin ge zhong yuan yin guo zao si wang de ke neng xing jian shao le  40%。 ji shi kao lv dao nian ling 、 huo dong shui ping he ke neng ying xiang nan xing jian kang de sheng huo fang shi yin su ， zhe xie jie guo yi ran cheng li ……KIHD  hai biao ming ， pin fan zheng sang na neng ji liang yi lai xing di jiang di huan chi dai zheng he a er ci hai mo bing de feng xian 。 yu mei zhou jin yong yi ci sang na de nan xing xiang bi ， mei zhou zheng sang na liang zhi san ci de nan xing huan chi dai zheng de feng xian jiang di le  66%， huan a er ci hai mo bing de feng xian jiang di le  65%…… yu zheng sang na xiang guan de jian kang yi chu hai kuo zhan dao xin li jian kang de qi ta fang mian 。 wu lun yin shi xi guan 、 she hui jing ji di wei 、 ti yu huo dong he yan zheng zhuang tai ru he ， can yu  KIHD  yan jiu de mei zhou zheng sang na si zhi qi ci de nan xing huan jing shen zhang ai de ke neng xing jiang di le  77%（ tong guo C fan ying dan bai ce liang ）…… bao lu yu gao wen hui gei shen ti dai lai ying ji ， you fa kuai su er qiang lie de fan ying 。 pi fu he he xin ti wen xian zhu shang sheng ， bing kai shi chu han 。 pi fu shou xian sheng wen ， sheng zhi  40°C（104°F）， ran hou he xin ti wen fa sheng bian hua ， huan man sheng gao cong  37°C（98.6°F,  huo zheng chang wen du ） dao  38°C（100.4°F）， ran hou xun su sheng zhi  39°C（102.2°F）…… xin shu chu liang （ ji heng liang xin zang gen ju shen ti xu yang liang suo zhi xing gong zuo de liang ） zeng jia le  60%  dao  70%， er xin lv （ mei fen zhong de xin tiao ci shu ） zeng jia ， xin bo chu liang （ beng song de xue liang ） bao chi bu bian 。[5] zai ci qi jian ， shen ti yue  50%  dao  70%  de xue liu liang cong he xin chong xin fen pei dao pi fu yi cu jin chu han 。 pu tong ren zheng sang na shi shi qu da yue  0.5  gong jin de han shui 。[11] ji xing re bao lu hai hui yin qi zheng ti xue jiang rong liang de duan zan zeng jia ， yi jian qing he xin xue rong liang de jian shao 。 xue jiang rong liang de zeng jia bu jin wei chu han ti gong le chu bei ye yuan ， hai xiang qi che san re qi zhong de shui yi yang ， leng que shen ti yi fang zhi he xin ti wen kuai su sheng gao bing cu jin nai re xing …… fan fu zheng sang na shi shen ti shi ying re liang ， bing you hua shen ti dui wei lai jie chu re liang de fan ying ， zhe ke neng shi you yu yi zhong cheng zuo shun shi liao fa de sheng wu xian xiang ， ji bao lu yu qing du ying ji hou chan sheng de yu ying ji qiang du bu cheng bi li de bu chang xing fang yu fan ying 。 shun shi liao fa chu fa le da liang bao hu ji zhi ， zhe xie ji zhi bu jin neng xiu fu xi bao sun shang ， hai neng zai sui hou bao lu yu geng ju po huai xing de ying ji shi ti gong bao hu …… zheng sang na de sheng li fan ying yu zhong zhi gao qiang du yun dong qi jian de sheng li fan ying fei chang xiang si 。 shi ji shang ， zheng sang na yi bei ti chu zuo wei yin man xing bing huo shen ti xian zhi wu fa cong shi ti yu huo dong de ren yuan de ti dai fang an 。[13]

 xia lie na duan ke neng shi ben wen zhang jie xuan zhi hou de duan luo ？",guan yu yi zhong zai dui re fan ying zhong cu jin xi bao nei gong neng de dan bai zhi di duan luo 。,guan yu ai si ji mo ren xin zang bing fa zuo zeng jia de duan luo 。,guan yu fen lan shui qiu dui jie chu biao xian hui gu de duan luo 。,guan yu bao lu zai gao wen xia lao shu yan jiu de duan luo 。,A,college_medicine,health
